,t1,t2,rel
8476,research group,sesar,synonym
8477,slow slip,fluid flow,sibling
8478,fluid flow,slow slip,sibling
8479,anomalous microwave emission,ame,synonym
8480,ame,anomalous microwave emission,synonym
8481,acas fot,field operational test,synonym
8482,web services definition language,wsdl,synonym
8483,multifunctional materials,advanced composite materials,sibling
8484,graphic design,cad,sibling
8485,urban driving,low speeds,synonym
8486,low speeds,urban driving,synonym
8487,new large aircraft,nla,synonym
8488,nla,new large aircraft,synonym
8489,pseudo algebraically closed,pac,synonym
8490,pac,pseudo algebraically closed,synonym
8491,pac,programmable automation controller,synonym
8492,critical aspects,terrain conditions,ancestor
8493,national space council,nsc,synonym
8494,civil aircraft,private sector,synonym
8495,avs,autonomous vehicles,synonym
8496,dominion astrophysical observatory,dao,synonym
8497,dao,dominion astrophysical observatory,synonym
8498,flight standards service,afs,synonym
8499,standard edition,java se,synonym
8500,java se,standard edition,synonym
8501,national gateway center,ngc,synonym
8502,cc,common criteria,synonym
8503,application program interfaces,apis,synonym
8504,shield generators,military equipment,ancestor
8505,icao remotely piloted aircraft systems,rpas,synonym
8506,potential obstacles,aerial vehicles,ancestor
8507,amendment,npa,synonym
8508,npa,amendment,synonym
8509,military applications,border patrol,ancestor
8510,military applications,asset monitoring,ancestor
8511,hawaiian airlines,ha,synonym
8512,instant messaging services,microsoft skype,ancestor
8513,planar laser induced fluorescence,plif,synonym
8514,plif,planar laser induced fluorescence,synonym
8515,unit test framework,junit,ancestor
8516,view zoom,pdf,synonym
8517,israeli aerospace industries,iai,synonym
8518,public transit network,ptn,synonym
8519,ptn,public transit network,synonym
8520,ground moving target indicator,gmti,synonym
8521,related projects,industry specific,ancestor
8522,golf range netting,grn,synonym
8523,aedt standard input file,asif,synonym
8524,asif,aedt standard input file,synonym
8525,dismount detection radar,ddr,synonym
8526,ddr,dismount detection radar,synonym
8527,small uas aviation rulemaking committee,arc,synonym
8528,wind tunnel,flight test,sibling
8529,flight test,wind tunnel,sibling
8530,unmanned aircraft systems study group,icao uas sg,synonym
8531,unmanned aircraft systems study group,uassg,synonym
8532,icao uas sg,unmanned aircraft systems study group,synonym
8533,commercial uav expo,drone world expo,sibling
8534,drone world expo,commercial uav expo,sibling
8535,navy air warfare center,nawc,synonym
8536,nawc,navy air warfare center,synonym
8537,united states geological survey,usgs,synonym
8538,adaptive action grid,aag,synonym
8539,aag,adaptive action grid,synonym
8540,rfid tag,radio frequency identification,synonym
8541,launch commit criteria,lcc,synonym
8542,heat generating nuclear waste,hgnw,synonym
8543,hgnw,heat generating nuclear waste,synonym
8544,application layer,erp,ancestor
8545,cec,consumer electronics control,synonym
8546,consumer electronics control,cec,synonym
8547,java logging,jakob jenkov,synonym
8548,jakob jenkov,java logging,synonym
8549,enhanced source removal,esr,synonym
8550,concepts of employment,coe,synonym
8551,strike missions,electronic attack,sibling
8552,radio frequency drone identifier,rfdid,synonym
8553,rfdid,radio frequency drone identifier,synonym
8554,rapid terrain visualization,rtv,synonym
8555,rtv,rapid terrain visualization,synonym
8556,mfp,mobile force protection,synonym
8557,event stream processing,esp,synonym
8558,esp,event stream processing,synonym
8559,autonomous robotic,artificial intelligence,sibling
8560,director general civil aviation,dgca,synonym
8561,video footage,package delivery,sibling
8562,open source robotics foundation,osrf,synonym
8563,osrf,open source robotics foundation,synonym
8564,computer aided software engineering,case,synonym
8565,case,computer aided software engineering,synonym
8566,medical center,case studies,ancestor
8567,metamaterial electronically scanning array,mesa,synonym
8568,mesa,metamaterial electronically scanning array,synonym
8569,mehrum coalfire test field,mctf,synonym
8570,mctf,mehrum coalfire test field,synonym
8571,advanced ceramics research,acr,synonym
8572,oed,of economic development,synonym
8573,digital beamforming,dbf,synonym
8574,dbf,digital beamforming,synonym
8575,operational constraints,faa,ancestor
8576,real time quality control,rtqc,synonym
8577,rtqc,real time quality control,synonym
8578,vorticity control unmanned undersea vehicle,vcuuv,synonym
8579,vcuuv,vorticity control unmanned undersea vehicle,synonym
8580,room temperature,drt,synonym
8581,drt,room temperature,synonym
8582,global positioning satellite,gps,synonym
8583,jaus,unmanned systems,synonym
8584,extended parameterized atomic java,epaj,synonym
8585,epaj,extended parameterized atomic java,synonym
8586,xml access control markup language,xacml,synonym
8587,xacml,xml access control markup language,synonym
8588,puma ae,ddl,synonym
8589,stockpile measurement,topographic mapping,sibling
8590,stockpile measurement,inventory management,sibling
8591,topographic mapping,stockpile measurement,sibling
8592,watchkeeper wk450,rpas,synonym
8593,software developers,payload integration,sibling
8594,payload integration,software developers,sibling
8595,amazon simple notification service,sns,synonym
8596,sns,amazon simple notification service,synonym
8597,sns,simple notification service,synonym
8598,relational dbms,data sources,ancestor
8599,data sources,flat files,ancestor
8600,syrian arab army,saa,synonym
8601,gopro karma,dji mavic pro,sibling
8602,dji mavic pro,gopro karma,sibling
8603,federal air marshal,fam,synonym
8604,fam,federal air marshal,synonym
8605,husqvarna research platform,hrp,synonym
8606,hrp,husqvarna research platform,synonym
8607,oil rig,aerial surveying,sibling
8608,oil rig,construction site monitoring,sibling
8609,air traffic contoll,atc,synonym
8610,credit card,bank account,sibling
8611,bank account,credit card,sibling
8612,relief on station,ros,synonym
8613,northrop grumman m324 uas,unmanned aerial system,synonym
8614,earth observation,eo,synonym
8615,message brokering,transaction processing,sibling
8616,naval shipborne unmanned aerial system,nsuas,synonym
8617,nsuas,naval shipborne unmanned aerial system,synonym
8618,special capabilities office,sco,synonym
8619,lithium ion battery,li ion,synonym
8620,short message services,sms,synonym
8621,artificial intelligences,ai,synonym
8622,meredith content licensing,mcl,synonym
8623,mcl,meredith content licensing,synonym
8624,airborne multisensor pod system,amps,synonym
8625,amps,airborne multisensor pod system,synonym
8626,irregular warfare,iw,synonym
8627,iw,irregular warfare,synonym
8628,faisal shahzad,baitullah mehsud,sibling
8629,nypd,police department,synonym
8630,nypd,new york police department,synonym
8631,air navigation commission,anc,synonym
8632,anc,air navigation commission,synonym
8633,anc,ambient noise correlation,synonym
8634,drone pilot license,remote pilot certificate,synonym
8635,remote pilot certificate,drone pilot license,synonym
8636,resolute support mission,rsm,synonym
8637,humane society,aha,synonym
8638,aha,humane society,synonym
8639,advanced features,ssl,ancestor
8640,ethylene vinyl acetate,eva,synonym
8641,eva,ethylene vinyl acetate,synonym
8642,eva,extravehicular activity,synonym
8643,cabin water spray system,cwss,synonym
8644,cwss,cabin water spray system,synonym
8645,capabilities production document,cpd,synonym
8646,cpd,capabilities production document,synonym
8647,transportation solutions,electric vehicle,ancestor
8648,block match,bm,synonym
8649,short range micro,srm,synonym
8650,optical long baseline interferometric,olbi,synonym
8651,olbi,optical long baseline interferometric,synonym
8652,advanced pilot assistance system,apas,synonym
8653,expected utility theory,eut,synonym
8654,eut,expected utility theory,synonym
8655,nextgen advisory committee,nac,synonym
8656,federal air regulations,fars,synonym
8657,hot spots,potential hazards,ancestor
8658,nevada advanced autonomous systems innovation centre,naasic,synonym
8659,transonic dynamics tunnel,tdt,synonym
8660,tdt,transonic dynamics tunnel,synonym
8661,areas of interest,electrostatic discharge,ancestor
8662,electrostatic discharge,esd,synonym
8663,laser imaging detection and ranging,lidar,synonym
8664,core banking system,cbs,synonym
8665,cbs,core banking system,synonym
8666,air launched off board operations,alobo,synonym
8667,alobo,air launched off board operations,synonym
8668,indira gandhi international,igi,synonym
8669,igi,indira gandhi international,synonym
8670,of general counsel,ogc,synonym
8671,special events,special event assessment ratings,sibling
8672,special event assessment ratings,special events,sibling
8673,probability of detection,pod,synonym
8674,pod,probability of detection,synonym
8675,pod,precise orbit determination,synonym
8676,medium access control,mac,synonym
8677,mac,medium access control,synonym
8678,mac,media access control,synonym
8679,certified reference materials,crms,synonym
8680,crms,certified reference materials,synonym
8681,vibrational self consistent field,vscf,synonym
8682,vscf,vibrational self consistent field,synonym
8683,radio modem,udp connections,sibling
8684,radio modem,serial port,sibling
8685,reading pedagogy,rp,synonym
8686,rp,reading pedagogy,synonym
8687,1080p hd,high definition,synonym
8688,unkar intrusion,ui,synonym
8689,visual line of site,vlos,synonym
8690,low altitude long endurance,lale,synonym
8691,lale,low altitude long endurance,synonym
8692,cloze test,fi,sibling
8693,delivers high quality,engaging content,sibling
8694,engaging content,delivers high quality,sibling
8695,mobile phone,autonomous cars,sibling
8696,adf library,adf rich,ancestor
8697,private sector entities,drone operators,ancestor
8698,unmanned solutions forum,usf,synonym
8699,portable ground control stations,pgcs,synonym
8700,apollo soyuz test project,astp,synonym
8701,astp,apollo soyuz test project,synonym
8702,self organizing map,som,synonym
8703,plate boundary zone,pbz,synonym
8704,pbz,plate boundary zone,synonym
8705,wireless home,wi fi,sibling
8706,ground flash density,peak current,sibling
8707,peak current,ground flash density,sibling
8708,uassg,unmanned aircraft systems study group,synonym
8709,blind spot detection,forward collision warning,sibling
8710,blind spot detection,adaptive cruise control,sibling
8711,blind spot detection,bsd,synonym
8712,remote controlled aerial photography association,rcapa,synonym
8713,rcapa,remote controlled aerial photography association,synonym
8714,inertial position,gps,synonym
8715,fulfilment by amazon,fba,synonym
8716,crystallographically preferred orientations,cpo,synonym
8717,cpo,crystallographically preferred orientations,synonym
8718,crystal size distribution,csd,synonym
8719,csd,crystal size distribution,synonym
8720,kahel tabelbala,kt,synonym
8721,kt,kahel tabelbala,synonym
8722,windows azure,cloud computing,sibling
8723,cloud computing,windows azure,sibling
8724,student information system,sis,synonym
8725,telephony denial of service,tdos,synonym
8726,tdos,telephony denial of service,synonym
8727,analog output,dac,synonym
8728,surrey space center,ssc,synonym
8729,ssc,surrey space center,synonym
8730,proliferation concerns,export policy,sibling
8731,export policy,proliferation concerns,sibling
8732,joint technical architecture,jta,synonym
8733,jta,joint technical architecture,synonym
8734,dng,jpeg,sibling
8735,jpeg,dng,sibling
8736,jpeg,raw dng,sibling
8737,internal measurement units,imu,synonym
8738,border states electric,bse,synonym
8739,robot internet of things,riot,synonym
8740,power distribution,voltage regulation,sibling
8741,least squares deconvolution,lsd,synonym
8742,lsd,least squares deconvolution,synonym
8743,oruanui supereruption,taupo volcano,synonym
8744,taupo volcano,oruanui supereruption,synonym
8745,text size,dpi,synonym
8746,army spectrum management office,asmo,synonym
8747,asmo,army spectrum management office,synonym
8748,big requirements up front,bruf,synonym
8749,bruf,big requirements up front,synonym
8750,national environmental methods index,nemi,synonym
8751,nemi,national environmental methods index,synonym
8752,food safety inspection service,fsis,synonym
