RELATION,LEFTTERM,RIGHTTERM,COUNT
synonym,equivalent quality control,EQC,1
synonym,mafic magmatic enclave,MME,1
synonym,misema caldera,MC,1
synonym,multi operation aerial vehicle,MOAV,1
synonym,arizona state university,ASU,1
synonym,world meteorological organization,WMO,1
synonym,controlled firing areas,CFAs,1
ancestor,ISIL,islamist militant groups,1
ancestor,ROS,interchangeable end,1
synonym,SMTP,simple mail transfer protocol,1
synonym,flue gas desulfurization,FGD,1
synonym,monitored geologic repository,MGR,1
ancestor,legitimate purposes,film production,1
synonym,screen content model,SCM,1
synonym,radio access network,RAN,1
synonym,lightning propagation speed,LPS,1
synonym,singapore international robo expo,SIRE,1
synonym,westchester radio aero modelers,WRAM,1
ancestor,infrastructure inspection,aerial imaging missions,1
sibling,LDAR,LLP,1
synonym,automatic collision avoidance technology,ACAT,1
synonym,object query language,OQL,1
synonym,national constitution center,NCC,1
synonym,gas emissions,methane concentration,1
synonym,airspace integration,AI,1
synonym,north american industry classification system,NAICS,1
sibling,UAVs,internet of things,1
sibling,AJAX,FLEX,1
synonym,IE,increased endurance,1
synonym,swarm intelligence,SI,1
ancestor,application servers,oracle fusion middleware,1
synonym,telescope control system,TCS,1
sibling,UAVs,aerial imagery,1
synonym,enterprise architecture planning,EAP,1
sibling,isotope ratios,model ages,1
synonym,grant proposal guide,GPG,1
sibling,industry analysts,market participants,1
sibling,operational procedures,ground control station,1
ancestor,file types,XML,1
synonym,airborne separation video system,ASVS,1
synonym,analysis of alternatives,AOA,1
synonym,unified ground control station,UGCS,1
ancestor,launch vehicles,low earth orbit,1
sibling,mission critical,safety critical,1
synonym,AIS,automatic identification system,1
synonym,state dependent riccati equation,SDRE,1
synonym,small uavs,unmanned aerial vehicles,1
sibling,annual reports,federal aviation administration,1
synonym,subscriber identity module,SIM,1
synonym,national retail hobby stores association,NRHSA,1
synonym,AADL,sae standard,1
synonym,ACS,unmanned aircraft systems,1
ancestor,intelligent features,gps denied,1
ancestor,power sources,turbine engines,1
synonym,national priorities research program,NPRP,1
synonym,precise science orbits,PSOs,1
sibling,intra bank,inter bank,1
synonym,integrated circuits,ICs,1
synonym,platinum group elements,PGEs,1
synonym,terminal doppler weather radar,TDWR,1
sibling,MDC,NDC,1
ancestor,safety incidents,motor vehicle accidents,1
sibling,GPS,motion capture,1
sibling,bell helicopter,cessna aircraft company,1
sibling,JMS,SOAP,1
ancestor,tall structures,flare stacks,1
synonym,civil aviation authorities,CAAs,1
ancestor,satellite signals,BDS,1
synonym,northwest polytechnic university,NPU,1
sibling,image processing,IoT,1
synonym,international republican institute,IRI,1
synonym,aircraft survivability equipment,ASE,1
synonym,aviation safety action program,ASAP,1
sibling,signal processing,data storage,1
synonym,hardware security module,HSM,1
synonym,multi metal resistant,MMR,1
synonym,minimum aviation system performance standards,MASPS,1
synonym,supplemental aviation weather reporting station,SAWRS,1
synonym,BA,NYSE,1
sibling,automatically lowered,wing tip,1
synonym,ibm websphere application server,WAS,1
sibling,inertial navigation,laser designation,1
synonym,ultra high temperature,UHT,1
synonym,higher energy density,greater endurance,1
ancestor,management software,SAP,1
synonym,UASs,unmanned aircraft systems,1
ancestor,mission payloads,ISR,1
synonym,return merchandise authorization,RMA,1
synonym,common affordable lightweight fighter,CALF,1
ancestor,united states code,applicable law,1
ancestor,scap components,common vulnerabilities,1
synonym,fixed base operator,FBO,1
synonym,virtual instrument software architecture,VISA,1
synonym,private messages,PM,1
synonym,tactical unmanned aerial system,UAS,1
sibling,google maps,google wallet,1
synonym,hd fpv,first person view,1
synonym,mobile laser scanning,MLS,1
synonym,autonomous systems research group,ASRG,1
synonym,boundary extension,BE,1
synonym,continuity of operation plans,COOP,1
synonym,broadband global area network,BGAN,1
synonym,GCS,ground station edition,1
sibling,project wing,anra technologies,1
sibling,emergency management,infrastructure inspection,1
synonym,industrial internet of things,IIoT,1
synonym,spent nuclear fuel,SNF,1
sibling,electrical towers,transmission lines,1
ancestor,humanitarian organizations,UN,1
synonym,NATS,national air traffic services,1
synonym,defence acquisition programme administration,DAPA,1
sibling,traffic monitoring,law enforcement,1
synonym,battleship memorial park,BMP,1
sibling,visual observations,hand held,1
synonym,air force test center,AFTC,1
synonym,national operations center of excellence,NOCoE,1
synonym,electronic stability control,ESC,1
sibling,canadian uavs,lockheed martin cdl systems,1
ancestor,uas operations,precision agriculture,1
synonym,inspection station,IS,1
synonym,aerodrome traffic zone,ATZ,1
sibling,governmental regulation,private property,1
sibling,multilocus sequence typing,pulsed field gel electrophoresis,1
sibling,ISIS,ISIL,1
sibling,package delivery,air taxi services,1
ancestor,advanced technology,virtual reality,1
synonym,enterprise application integration,EAI,1
synonym,dover national test site,DNTS,1
synonym,open data protocol,OData,1
synonym,global change research act,GCRA,1
synonym,high altitude pseudo satellite,HAPS,1
synonym,reverberant acoustic testing,RAT,1
synonym,special operations command,USSOCOM,1
synonym,unmanned aircraft system,TUAS,1
sibling,demonstration purposes,prohibit civilian,1
synonym,high level safety conference,HLSC,1
synonym,supersonic transport,SST,1
synonym,harrier dsr,drone surveillance radar,1
synonym,HALE,high altitude long endurance,1
synonym,control stations,GCS,1
synonym,technical committee,TC,1
synonym,pager identification number,PIN,1
sibling,LINK,JOIN,1
sibling,service desk,IT,1
synonym,total system performance assessment,TSPA,1
synonym,intermediate module repeater,IMR,1
synonym,naval expeditionary combat command,NECC,1
synonym,therapeutic research center,TRC,1
synonym,commercial suas,small unmanned aerial systems,1
ancestor,FAA,federal funding,1
synonym,RTOS,real time operating system,1
synonym,subject matter experts,SMEs,1
synonym,manned unmanned,MUM,1
synonym,aeronautical data quality,ADQ,1
synonym,maritime accelerated capability office,MACO,1
synonym,AWARD,US,1
synonym,emergency telecommunications cluster,ETC,1
synonym,event driven architecture,EDA,1
synonym,hurricane maria,NOAA,1
sibling,construction site monitoring,oil rig,1
ancestor,performance based navigation,air transport,1
synonym,voice over ip,VoIP,1
synonym,united instrument corporation,UIC,1
synonym,one engine inoperative,OEI,1
synonym,counterterrorism center,CTC,1
synonym,UAVs,HALE,1
synonym,drone traffic management,UTM,1
synonym,collateral damage environment,CDE,1
ancestor,MS,dev environments,1
synonym,islamic courts union,ICU,1
synonym,serial peripheral interface,SPI,1
synonym,state emergency operations center,SEOC,1
synonym,field sobriety tests,FSTs,1
synonym,tidal love numbers,TLNs,1
synonym,operating certificate,ROC,1
synonym,diversifying academia recruiting excellence,DARE,1
ancestor,web browser,internet explorer,1
synonym,for responsible robotics,FRR,1
synonym,TM,NLDN,1
synonym,compatible time sharing system,CTSS,1
synonym,blind spot detection,BSD,1
synonym,space time adaptive processing,STAP,1
synonym,autism response team,ART,1
sibling,environmental monitoring,and energy,1
synonym,uniform resource identifiers,URIs,1
sibling,federal aviation administration,aviation industry,1
sibling,big data,social media,1
synonym,push notifications,GCM,1
sibling,panama canal,AIS,1
synonym,and analytics platform,AAP,1
sibling,ATI,NVIDIA,1
synonym,information systems management,PRISM,1
synonym,direct methanol fuel cell,DMFC,1
synonym,medium displacement unmanned surface vehicle,MDUSV,1
synonym,redesigned solid rocket motor,RSRM,1
ancestor,robotics researchers,elon musk,1
synonym,proof of concept,PoC,1
synonym,tv streaming,live feeds,1
synonym,rahul gupta,IBM,1
synonym,multi service data link,MSDL,1
synonym,ultra efficient engine technology,UEET,1
ancestor,vertical infrastructure,wind turbines,1
sibling,precision agriculture,public safety,1
synonym,mobile alert response system,MARS,1
sibling,water resistance,long distance,1
synonym,combat air patrols,CAPs,1
synonym,end user license agreement,EULA,1
synonym,combat aviation brigade,CAB,1
synonym,virginia air transportation system plan,VATSP,1
synonym,in ground effect,IGE,1
synonym,management training school,MTS,1
ancestor,segregated airspace,detect and avoid,1
sibling,eddy current,ultrasonic inspection,1
sibling,serial port,radio modem,1
synonym,web browser,single threaded,1
ancestor,profitable commercial,infrastructure inspection,1
sibling,model airplane,UAS,1
synonym,laser designator,LD,1
ancestor,programming languages,BASIC,1
ancestor,industry standards,XML,1
sibling,sense and avoid,optical tracking,1
synonym,initial qualification training,IQT,1
synonym,school of aeronautics,SOA,1
synonym,advanced support program,ASP,1
synonym,aeronáutica civil,DGAC,1
synonym,designated airworthiness representatives,DAR,1
synonym,SUAV,small unmanned aerial vehicle,1
ancestor,data structures,hash tables,1
synonym,data link,MADL,1
synonym,mesa county,CO,1
synonym,whole effluent toxicity,WET,1
ancestor,hong kong,personal data,1
sibling,intelligent flight,intelligent return,1
synonym,virtual memory,VM,1
synonym,oceanic island basalt,OIB,1
synonym,over the air,OTA,1
synonym,synthetic aperture radars,SAR,1
synonym,focal mechanism,FM,1
synonym,republic of korea army,ROKA,1
synonym,fsa enterprise architecture,EA,1
synonym,programmable automation controller,PAC,1
synonym,universal payments,UP,1
synonym,situational awareness,SA,1
synonym,air force mission support system,AFMSS,1
synonym,electronic countermeasures,ECM,1
synonym,civil air navigation services organization,CANSO,1
ancestor,industry groups,AUVSI,1
ancestor,law enforcement,public sector,1
synonym,autonomous vehicles,CAV,1
ancestor,consumers behave,artificial intelligence,1
synonym,spread spectrum,FHSS,1
sibling,fractional crystallization,crustal contamination,1
synonym,commercial motor vehicles,CMVs,1
sibling,crypto currencies,artificial intelligence,1
synonym,aircraft cumulative fatigue system,ACFS,1
synonym,electron spin resonance,ESR,1
synonym,thermal infrared,IR,1
synonym,subscription rate,$35,1
synonym,content managment system,CMS,1
sibling,project management,maintenance contractor,1
sibling,aviation safety,air traffic,1
sibling,NGOs,UN,1
synonym,rapid response space works,RRSW,1
synonym,proton exchange membrane,PEM,1
ancestor,commercial applications,and energy,1
synonym,dual processing model,DPM,1
synonym,ram air turbine,RAT,1
synonym,global low orbiting message relay,GLOMR,1
synonym,joint light tactical vehicle,JLTV,1
synonym,transmission control protocol,TCP,1
ancestor,state actors,ISIS,1
synonym,wake free safe zone,WFSZ,1
ancestor,islamic state,islamist militant groups,1
synonym,DOM,document object model,1
ancestor,airframe structural components,multifunctional materials,1
synonym,quartz diorite,QD,1
synonym,applied meteorology unit,AMU,1
sibling,al qaida,ISIS,1
synonym,portable ground data terminal,PGDT,1
ancestor,industry leaders,harris corp,1
synonym,army acquisition objective,AAO,1
sibling,PCI,HIPAA,1
synonym,MANAGEMENT,SAM,1
ancestor,drone delivery,commercial drone applications,1
synonym,nautical miles,NM,1
synonym,virtual seismometer method,VSM,1
synonym,aerospace systems design laboratory,ASDL,1
synonym,electronic privacy information center,EPIC,1
ancestor,terrorist bombings,militant attacks,1
synonym,program trace analyzer,PTA,1
synonym,minimum viable architectures,MVAs,1
sibling,fixed wing aircraft,unmanned aircraft systems,1
synonym,critical communications world,CCW,1
sibling,bridge inspections,land surveying,1
synonym,autonomous air taxi,AAT,1
ancestor,neural networks,AI,1
ancestor,crime scenes,hazardous materials,1
ancestor,flight controllers,APM,1
synonym,cyber physical systems,CPS,1
synonym,read only memory,ROM,1
synonym,international airport,SEA,1
synonym,deep aero,DRONE,1
synonym,california public utilities commission,CPUC,1
sibling,quality assurance,test automation,1
synonym,remote pilot certification,RPC,1
synonym,crop cutting experiments,CCEs,1
synonym,DAA,detect and avoid,1
synonym,saudi arabia,SA,1
sibling,UAS,sensor technology,1
synonym,advanced development programs,ADP,1
synonym,connected autonomous vehicles,CAVs,1
ancestor,mission scenarios,oil spills,1
synonym,amphibious combat vehicle,ACV,1
synonym,CBP,US,1
synonym,tactically enhanced reconnaissance node,TERN,1
sibling,ISO,HIPAA,1
synonym,thabazimbi murchison lineament,TML,1
synonym,distributed ledger technology,DLT,1
sibling,yuneec typhoon,xiro xplorer,1
synonym,session secret generation,bonus points,1
synonym,wireless local area network,WLAN,1
synonym,advanced targeting pod,ATP,1
sibling,JSON,OData,1
synonym,point cloud library,PCL,1
synonym,umanned aircraft systems,UAS,1
sibling,waypoint mapping,altitude hold,1
sibling,software engineering,object oriented,1
sibling,CAE,ruag aerospace,1
sibling,UAV,manned aviation,1
sibling,situational awareness,search and rescue,1
synonym,vadose zone transport field study,VZTFS,1
ancestor,drone technology,facial recognition software,1
ancestor,uav makers,general atomics,1
sibling,big data,aerial imagery,1
synonym,australian maritime safety authority,AMSA,1
sibling,psychological damage,anti american,1
synonym,uas integration,ACUASI,1
synonym,digital pressure control,DPC,1
sibling,SE,SG,1
sibling,POSIX,ANSI,1
